Player,Team,Position,FFtoolbox,ESPN,Pts. Per Game,Total Pts.,Bye Week,Points over Bench,Points over Waiver
Gavin Escobar,TE,TE,57.399999999999999,55.5,3.5479166666699999,56.766666666699997,6,-5.1875,-3.9354166666600001
Lance Dunbar,RB,RB,57.399999999999999,110.2,4.6875,75.0,6,-5.2375000000000007,0.17916666666999959
Mohamed Sanu,WR,WR,135.90000000000001,77.0,7.2666666666699999,116.266666667,7,-5.2437500000299995,-1.5999999999999996
Brandon Coleman,WR,WR,104.40000000000001,135.69999999999999,7.1770833333299997,114.833333333,11,-5.3333333333699997,-1.6895833333399999
Jermaine Kearse,WR,WR,112.09999999999999,118.0,7.1291666666699998,114.06666666700001,9,-5.3812500000299996,-1.7374999999999998
Denard Robinson,RB,RB,60.299999999999997,95.799999999999997,4.5083333333300004,72.133333333300001,8,-5.4166666666700003,0.0
DeAngelo Williams,RB,RB,76.400000000000006,62.200000000000003,4.4791666666700003,71.666666666699996,11,-5.4458333333300004,-0.029166666660000118
Cordarrelle Patterson,WR,WR,141.30000000000001,52.299999999999997,6.9770833333300004,111.633333333,5,-5.533333333369999,-1.8895833333399992
Bilal Powell,RB,RB,55.399999999999999,99.299999999999997,4.3770833333299999,70.033333333300007,5,-5.5479166666700008,-0.13125000000000053
Karlos Williams,RB,RB,77.5,53.200000000000003,4.3375000000000004,69.400000000000006,8,-5.5875000000000004,-0.17083333333000006
Greg Jennings,WR,WR,109.3,113.5,6.9187500000000002,110.7,5,-5.5916666666999992,-1.9479166666699994
Branden Oliver,RB,RB,80.299999999999997,43.299999999999997,4.2479166666700001,67.966666666699993,10,-5.6770833333300006,-0.2604166666600003
Andrew Quarless,TE,TE,48.299999999999997,47.899999999999999,3.0104166666699999,48.166666666700003,7,-5.7249999999999996,-4.4729166666599998
James Starks,RB,RB,66.0,68.400000000000006,4.1749999999999998,66.799999999999997,7,-5.7500000000000009,-0.33333333333000059
Andre Roberts,WR,WR,106.0,110.7,6.7229166666699998,107.56666666700001,8,-5.7875000000299996,-2.1437499999999998
Khiry Robinson,RB,RB,73.700000000000003,50.299999999999997,4.1187500000000004,65.900000000000006,11,-5.8062500000000004,-0.38958333333000006
Riley Cooper,WR,WR,128.0,65.799999999999997,6.7041666666699999,107.266666667,8,-5.8062500000299995,-2.1624999999999996
Scott Chandler,TE,TE,52.0,34.200000000000003,2.8791666666700002,46.066666666700002,4,-5.8562499999999993,-4.6041666666599994
Gary Barnidge,TE,TE,50.600000000000001,32.600000000000001,2.7875000000000001,44.600000000000001,11,-5.9479166666700003,-4.6958333333300004
Virgil Green,TE,TE,39.799999999999997,52.200000000000003,2.7458333333299998,43.933333333299998,7,-5.9895833333400006,-4.7375000000000007
Christine Michael,RB,RB,80.599999999999994,24.600000000000001,3.8708333333299998,61.933333333299998,9,-6.0541666666700014,-0.63750000000000062
Dennis Pitta ,TE,TE,31.399999999999999,61.299999999999997,2.58541666667,41.366666666699999,9,-6.1500000000000004,-4.8979166666600005
Nate Washington,WR,WR,83.5,136.69999999999999,6.3270833333300001,101.233333333,4,-6.1833333333699994,-2.5395833333399995
Anthony Fasano,TE,TE,50.5,20.699999999999999,2.5354166666700002,40.566666666700002,4,-6.1999999999999993,-4.9479166666599994
Javorius Allen,RB,RB,66.700000000000003,45.299999999999997,3.7229166666700002,59.566666666700002,9,-6.2020833333300001,-0.78541666666000021
Hakeem Nicks,WR,WR,110.3,78.599999999999994,6.2333333333300001,99.733333333299996,4,-6.2770833333699994,-2.6333333333399995
Dion Sims,TE,TE,31.600000000000001,54.100000000000001,2.4437500000000001,39.100000000000001,5,-6.2916666666700003,-5.0395833333300004
Marcel Reece,RB,RB,67.299999999999997,39.5,3.6270833333299999,58.0333333333,6,-6.2979166666700008,-0.88125000000000053
Zac Stacy,RB,RB,73.799999999999997,24.199999999999999,3.5791666666699999,57.266666666699997,6,-6.3458333333300008,-0.92916666666000047
Brandon LaFell ,WR,WR,80.0,135.0,6.1458333333299997,98.333333333300004,4,-6.3645833333699997,-2.7208333333399999
Jerick McKinnon,RB,RB,45.5,79.700000000000003,3.5562499999999999,56.899999999999999,5,-6.3687500000000004,-0.9520833333300005
Mike Tolbert,RB,RB,47.899999999999999,74.5,3.5479166666699999,56.766666666699997,5,-6.3770833333300008,-0.96041666666000047
Chris Conley,WR,WR,105.90000000000001,82.5,6.1312499999999996,98.099999999999994,9,-6.3791666666999998,-2.7354166666699999
Clive Walford,TE,TE,21.800000000000001,67.700000000000003,2.3187500000000001,37.100000000000001,6,-6.4166666666700003,-5.1645833333300004
Marqise Lee,WR,WR,101.90000000000001,88.400000000000006,6.0875000000000004,97.400000000000006,8,-6.4229166666999991,-2.7791666666699992
Levine Toilolo,TE,TE,40.100000000000001,29.800000000000001,2.2916666666699999,36.666666666700003,10,-6.4437499999999996,-5.1916666666599998
Chris Polk,RB,RB,78.799999999999997,9.5,3.4812500000000002,55.700000000000003,8,-6.4437500000000005,-1.0270833333300002
Luke Willson,TE,TE,38.700000000000003,29.199999999999999,2.2208333333299999,35.5333333333,9,-6.5145833333400001,-5.2625000000000002
Brandon Myers,TE,TE,39.200000000000003,27.899999999999999,2.2145833333299998,35.433333333299998,6,-6.5208333333400006,-5.2687500000000007
Jerricho Cotchery,WR,WR,102.2,81.0,5.9458333333300004,95.133333333300001,5,-6.564583333369999,-2.9208333333399992
Dri Archer,RB,RB,53.799999999999997,48.899999999999999,3.2604166666699999,52.166666666700003,11,-6.6645833333300004,-1.2479166666600006
Jonas Gray,RB,RB,32.0,90.900000000000006,3.22708333333,51.633333333300001,4,-6.6979166666700003,-1.2812500000000004
Ed Dickson,TE,TE,29.199999999999999,38.899999999999999,2.0270833333299998,32.433333333299998,5,-6.7083333333400006,-5.4562500000000007
C J Fiedorowicz,TE,TE,30.5,34.100000000000001,1.98125,31.699999999999999,9,-6.7541666666699998,-5.5020833333299999
Tyler Kroft,TE,TE,36.5,20.899999999999999,1.95625,31.300000000000001,7,-6.7791666666700001,-5.5270833333300002
Daniel Fells,TE,TE,27.5,37.5,1.9270833333299999,30.833333333300001,11,-6.8083333333400002,-5.5562500000000004
Jack Doyle,TE,TE,30.0,29.800000000000001,1.87083333333,29.933333333299998,10,-6.8645833333399997,-5.6124999999999998
Jacquizz Rodgers,RB,RB,48.600000000000001,48.200000000000003,3.0291666666700001,48.4666666667,10,-6.8958333333300006,-1.4791666666600003
Clay Harbor,TE,TE,36.799999999999997,14.6,1.8374999999999999,29.399999999999999,8,-6.8979166666699996,-5.6458333333299997
Derek Carrier,TE,TE,24.5,38.0,1.8125,29.0,8,-6.9229166666699999,-5.6708333333300001
Dexter McCluster,RB,RB,69.299999999999997,1.0,2.9083333333299999,46.5333333333,4,-7.0166666666700008,-1.6000000000000005
Robert Turbin,RB,RB,44.200000000000003,50.799999999999997,2.8999999999999999,46.399999999999999,9,-7.0250000000000004,-1.6083333333300005
Chris Thompson,RB,RB,59.299999999999997,20.600000000000001,2.8999999999999999,46.399999999999999,8,-7.0250000000000004,-1.6083333333300005
Stevan Ridley ,RB,RB,54.399999999999999,27.100000000000001,2.8312499999999998,45.299999999999997,5,-7.0937500000000009,-1.6770833333300006
Chris Johnson,RB,RB,44.5,45.600000000000001,2.80416666667,44.866666666699999,5,-7.1208333333300011,-1.7041666666600004
Tyler Lockett,WR,WR,73.0,108.8,5.3083333333300002,84.933333333299998,9,-7.2020833333699992,-3.5583333333399993
Jeremy Langford,RB,RB,48.399999999999999,33.5,2.7145833333299998,43.433333333299998,7,-7.2104166666700014,-1.7937500000000006
Jay Ajayi,RB,RB,58.899999999999999,12.199999999999999,2.7083333333300001,43.333333333299997,5,-7.216666666670001,-1.8000000000000003
Antone Smith,RB,RB,52.5,24.100000000000001,2.6895833333299999,43.0333333333,10,-7.2354166666700008,-1.8187500000000005
Leonard Hankerson,WR,WR,62.200000000000003,127.0,5.2374999999999998,83.799999999999997,10,-7.2729166666999996,-3.6291666666699998
Danny Amendola,WR,WR,85.400000000000006,80.099999999999994,5.2270833333300004,83.633333333300001,4,-7.283333333369999,-3.6395833333399992
Jonathan Grimes,RB,RB,40.700000000000003,43.600000000000001,2.6041666666699999,41.666666666700003,9,-7.3208333333300004,-1.9041666666600006
Kirk Cousins,QB,QB,220.09999999999999,161.5,12.5354166667,200.56666666699999,8,-7.3520833332999995,-3.9937500000000004
Rhett Ellison,TE,TE,29.5,6.9000000000000004,1.3729166666699999,21.9666666667,5,-7.3624999999999998,-6.1104166666599999
Michael Hoomanawanui,TE,TE,21.399999999999999,23.0,1.37083333333,21.933333333299998,4,-7.3645833333399997,-6.1124999999999998
Tony Moeaki,TE,TE,21.0,23.199999999999999,1.3583333333300001,21.733333333299999,10,-7.3770833333399999,-6.125
Montee Ball,RB,RB,39.799999999999997,40.0,2.49166666667,39.866666666699999,7,-7.4333333333300011,-2.0166666666600004
Troy Niklas,TE,TE,19.399999999999999,22.600000000000001,1.2791666666699999,20.4666666667,9,-7.4562499999999998,-6.2041666666599999
Matt Asiata,RB,RB,36.0,46.299999999999997,2.4645833333299998,39.433333333299998,5,-7.4604166666700014,-2.0437500000000006
Jim Dray,TE,TE,16.199999999999999,26.600000000000001,1.2291666666700001,19.666666666699999,11,-7.5062499999999996,-6.2541666666599998
Dante Rosario,TE,TE,18.100000000000001,22.600000000000001,1.2250000000000001,19.600000000000001,7,-7.5104166666700003,-6.2583333333300004
Brandon Bolden,RB,RB,42.0,29.100000000000001,2.3562500000000002,37.700000000000003,4,-7.5687500000000005,-2.1520833333300002
Travaris Cadet,RB,RB,52.700000000000003,7.0,2.3416666666700001,37.4666666667,4,-7.5833333333300006,-2.1666666666600003
Vance McDonald,TE,TE,20.0,14.300000000000001,1.1312500000000001,18.100000000000001,10,-7.6041666666700003,-6.3520833333300004
Tyrod Taylor,QB,QB,187.09999999999999,215.19999999999999,12.2791666667,196.466666667,9,-7.6083333332999992,-4.25
Dontrelle Inman,WR,WR,107.0,20.800000000000001,4.8916666666699999,78.266666666700004,10,-7.6187500000299995,-3.9749999999999996
Kellen Davis,TE,TE,16.100000000000001,20.600000000000001,1.1000000000000001,17.600000000000001,8,-7.6354166666700003,-6.3833333333300004
Taylor Gabriel,WR,WR,76.5,80.400000000000006,4.8624999999999998,77.799999999999997,11,-7.6479166666999996,-4.0041666666699998
Brandon Pettigrew,TE,TE,17.300000000000001,16.899999999999999,1.0729166666700001,17.166666666699999,9,-7.6624999999999996,-6.4104166666599998
Kendall Hunter,RB,RB,50.100000000000001,8.4000000000000004,2.2625000000000002,36.200000000000003,10,-7.6625000000000005,-2.2458333333300002
Kyle Juszczyk,RB,RB,32.299999999999997,43.5,2.2520833333299999,36.0333333333,9,-7.6729166666700008,-2.2562500000000005
Jarius Wright,WR,WR,77.0,78.0,4.8333333333299997,77.333333333300004,5,-7.6770833333699997,-4.0333333333399999
Cameron Artis Payne,RB,RB,28.899999999999999,48.600000000000001,2.2166666666700001,35.4666666667,5,-7.7083333333300006,-2.2916666666600003
Rod Streater,WR,WR,73.700000000000003,82.599999999999994,4.7916666666700003,76.666666666699996,6,-7.7187500000299991,-4.0749999999999993
Darrel Young,RB,RB,40.200000000000003,17.600000000000001,2.0416666666699999,32.666666666700003,8,-7.8833333333300004,-2.4666666666600006
Adrien Robinson,TE,TE,18.300000000000001,4.2000000000000002,0.84999999999999998,13.6,11,-7.8854166666700003,-6.6333333333300004
Justin Hunter,WR,WR,92.5,33.700000000000003,4.5562500000000004,72.900000000000006,4,-7.9541666666999991,-4.3104166666699992
Marlon Brown,WR,WR,81.299999999999997,55.100000000000001,4.5354166666699998,72.566666666700002,9,-7.9750000000299996,-4.3312499999999998
Bobby Rainey,RB,RB,28.600000000000001,34.399999999999999,1.9083333333300001,30.5333333333,6,-8.0166666666699999,-2.6000000000000005
Jordan Todman,RB,RB,44.799999999999997,1.7,1.90208333333,30.433333333299998,8,-8.0229166666700014,-2.6062500000000002
Gerald Christian,TE,TE,12.5,8.5,0.69791666666700003,11.166666666699999,9,-8.0375000000029999,-6.785416666663
Kevin White ,WR,WR,73.599999999999994,64.799999999999997,4.4166666666700003,70.666666666699996,7,-8.0937500000299991,-4.4499999999999993
Bryce Brown,RB,RB,39.600000000000001,7.0,1.7958333333300001,28.733333333299999,8,-8.1291666666700007,-2.7125000000000004
Chris Gragg,TE,TE,9.6999999999999993,9.0,0.59166666666699996,9.4666666666699992,8,-8.1437500000029992,-6.8916666666630002
Matt Spaeth,TE,TE,9.9000000000000004,8.5,0.58958333333299995,9.4333333333299993,11,-8.1458333333370003,-6.8937499999970004
Donald Brown,RB,RB,38.0,5.2999999999999998,1.6937500000000001,27.100000000000001,10,-8.2312500000000011,-2.8145833333300003
Chris Matthews,WR,WR,75.599999999999994,46.299999999999997,4.1145833333299997,65.833333333300004,9,-8.3958333333699997,-4.7520833333399999
Justin Hardy,WR,WR,75.400000000000006,46.100000000000001,4.1020833333300004,65.633333333300001,10,-8.408333333369999,-4.7645833333399992
Stedman Bailey,WR,WR,70.299999999999997,56.200000000000003,4.0999999999999996,65.599999999999994,6,-8.4104166666999998,-4.7666666666699999
John Kuhn,RB,RB,25.300000000000001,21.699999999999999,1.5062500000000001,24.100000000000001,7,-8.4187500000000011,-3.0020833333300003
Louis Murphy,WR,WR,67.5,61.399999999999999,4.0916666666700001,65.466666666699993,6,-8.4187500000299984,-4.7749999999999995
Fozzy Whittaker,RB,RB,29.300000000000001,13.199999999999999,1.49583333333,23.933333333299998,5,-8.4291666666700014,-3.0125000000000002
De Anthony Thomas,WR,WR,95.200000000000003,2.0,4.0083333333300004,64.133333333300001,9,-8.502083333369999,-4.8583333333399992
Ka Deem Carey,RB,RB,29.699999999999999,7.5,1.39375,22.300000000000001,7,-8.53125,-3.1145833333300006
LaMichael James,RB,RB,19.600000000000001,24.399999999999999,1.325,21.199999999999999,10,-8.6000000000000014,-3.1833333333300002
Devin Smith,WR,WR,48.899999999999999,88.599999999999994,3.88333333333,62.133333333300001,5,-8.627083333369999,-4.9833333333399992
Josh Robinson,RB,RB,11.300000000000001,37.700000000000003,1.2562500000000001,20.100000000000001,10,-8.6687500000000011,-3.2520833333300003
Jaelen Strong,WR,WR,53.600000000000001,74.599999999999994,3.7875000000000001,60.600000000000001,9,-8.7229166666999998,-5.0791666666699999
Anthony Sherman,RB,RB,21.399999999999999,14.1,1.1854166666699999,18.9666666667,9,-8.7395833333300015,-3.3229166666600003
Lance Moore,WR,WR,86.599999999999994,7.7000000000000002,3.7687499999999998,60.299999999999997,9,-8.7416666666999987,-5.0979166666699998
Albert Wilson,WR,WR,54.0,72.299999999999997,3.7562500000000001,60.100000000000001,9,-8.7541666666999998,-5.1104166666699999
Rex Burkhead,RB,RB,15.5,21.800000000000001,1.1000000000000001,17.600000000000001,7,-8.8250000000000011,-3.4083333333300003
Charcandrick West,RB,RB,16.0,16.399999999999999,1.00833333333,16.133333333300001,9,-8.9166666666700003,-3.5000000000000004
Mike Davis,RB,RB,19.699999999999999,6.7999999999999998,0.96250000000000002,15.4,10,-8.9625000000000004,-3.5458333333300005
Andre Holmes,WR,WR,52.200000000000003,65.799999999999997,3.5458333333300001,56.733333333300003,6,-8.9645833333699994,-5.3208333333399995
Will Johnson,RB,RB,16.5,12.199999999999999,0.94166666666700005,15.0666666667,11,-8.9833333333330003,-3.5666666666630005
Mike James,RB,RB,21.5,1.5,0.92708333333299997,14.833333333300001,6,-8.9979166666670007,-3.5812499999970004
Devin Hester,WR,WR,62.100000000000001,41.399999999999999,3.4500000000000002,55.200000000000003,10,-9.0604166667000001,-5.4166666666699994
Fitzgerald Toussaint,RB,RB,19.5,1.7,0.84791666666700005,13.5666666667,9,-9.0770833333330003,-3.6604166666630005
Stepfan Taylor,RB,RB,16.0,6.0,0.79166666666700003,12.666666666699999,9,-9.1333333333330007,-3.7166666666630004
Andre Caldwell,WR,WR,75.900000000000006,9.5999999999999996,3.3624999999999998,53.799999999999997,7,-9.1479166666999987,-5.5041666666699998
Quinton Patton,WR,WR,51.5,56.799999999999997,3.3291666666699999,53.266666666699997,10,-9.1812500000299995,-5.5374999999999996
Ted Ginn Jr ,WR,WR,41.600000000000001,76.5,3.3270833333300001,53.233333333300003,5,-9.1833333333699994,-5.5395833333399995
Jeff Janis,WR,WR,48.200000000000003,61.399999999999999,3.2875000000000001,52.600000000000001,7,-9.2229166666999998,-5.5791666666699999
Josh Morgan,WR,WR,54.600000000000001,44.399999999999999,3.2000000000000002,51.200000000000003,7,-9.3104166667000001,-5.6666666666699994
Jeremy Kerley,WR,WR,56.299999999999997,40.0,3.17916666667,50.866666666699999,5,-9.3312500000299998,-5.6875
Josh McCown,QB,QB,158.59999999999999,189.40000000000001,10.5541666667,168.866666667,11,-9.3333333332999988,-5.9749999999999996
Kerwynn Williams,RB,RB,9.6999999999999993,5.9000000000000004,0.52708333333299995,8.4333333333299993,9,-9.3979166666670011,-3.9812499999970004
Josh Huff,WR,WR,54.399999999999999,37.5,3.0479166666699999,48.766666666699997,8,-9.4625000000299995,-5.8187499999999996
Rashad Greene,WR,WR,47.799999999999997,49.899999999999999,3.03125,48.5,8,-9.4791666666999994,-5.8354166666699996
Storm Johnson,RB,RB,6.5,1.3999999999999999,0.29999999999999999,4.7999999999999998,8,-9.625,-4.2083333333300006
Marquess Wilson,WR,WR,39.600000000000001,59.200000000000003,2.88333333333,46.133333333300001,7,-9.627083333369999,-5.9833333333399992
Cedric Peerman,RB,RB,5.9000000000000004,0.90000000000000002,0.26458333333299999,4.2333333333300001,7,-9.6604166666670004,-4.2437499999970001
Sammie Coates,WR,WR,49.299999999999997,35.5,2.7937500000000002,44.700000000000003,11,-9.7166666667000001,-6.0729166666699994
Ryan Fitzpatrick,QB,QB,154.69999999999999,175.19999999999999,10.0958333333,161.533333333,5,-9.7916666666999994,-6.4333333334000002
Brian Hoyer,QB,QB,163.30000000000001,156.69999999999999,10.06875,161.09999999999999,9,-9.8187499999999996,-6.4604166667000005
Travis Benjamin,WR,WR,49.899999999999999,24.699999999999999,2.59375,41.5,11,-9.9166666666999994,-6.2729166666699996
Rishard Matthews,WR,WR,47.200000000000003,27.199999999999999,2.5333333333299999,40.5333333333,5,-9.9770833333700004,-6.3333333333399997
Jerome Simpson,WR,WR,39.5,42.5,2.53125,40.5,5,-9.9791666666999994,-6.3354166666699996
Michael Campanaro,WR,WR,42.299999999999997,30.199999999999999,2.3916666666699999,38.266666666699997,9,-10.118750000029999,-6.4749999999999996
Jaron Brown,WR,WR,38.700000000000003,37.399999999999999,2.3916666666699999,38.266666666699997,9,-10.118750000029999,-6.4749999999999996
Jason Avant,WR,WR,49.399999999999999,13.800000000000001,2.3458333333299999,37.5333333333,5,-10.16458333337,-6.5208333333399997
Miles Austin,WR,WR,44.899999999999999,20.100000000000001,2.28958333333,36.633333333300001,8,-10.220833333369999,-6.5770833333399992
James Jones,WR,WR,50.600000000000001,5.0,2.2124999999999999,35.399999999999999,6,-10.297916666699999,-6.6541666666699992
Aaron Dobson,WR,WR,46.600000000000001,7.4000000000000004,2.0958333333299999,33.5333333333,4,-10.41458333337,-6.7708333333399997
Duron Carter,WR,WR,47.5,4.2999999999999998,2.0687500000000001,33.100000000000001,10,-10.4416666667,-6.7979166666699999
Bruce Ellington,WR,WR,37.0,23.800000000000001,2.0375000000000001,32.600000000000001,10,-10.4729166667,-6.8291666666699999
Brenton Bersin,WR,WR,43.299999999999997,10.6,2.0249999999999999,32.399999999999999,5,-10.485416666699999,-6.8416666666699992
Jamison Crowder,WR,WR,19.199999999999999,57.100000000000001,1.9895833333299999,31.833333333300001,8,-10.52083333337,-6.8770833333399999
Paul Richardson ,WR,WR,42.799999999999997,9.4000000000000004,1.9791666666700001,31.666666666699999,9,-10.531250000029999,-6.8874999999999993
Jacoby Jones,WR,WR,38.299999999999997,13.800000000000001,1.88333333333,30.133333333300001,10,-10.627083333369999,-6.9833333333399992
Tre McBride,WR,WR,43.0,4.0,1.875,30.0,4,-10.635416666699999,-6.9916666666699996
Damaris Johnson,WR,WR,40.399999999999999,7.4000000000000004,1.8374999999999999,29.399999999999999,7,-10.672916666699999,-7.0291666666699992
Kenny Bell ,WR,WR,22.199999999999999,40.200000000000003,1.7625,28.199999999999999,6,-10.7479166667,-7.1041666666699994
Corey Fuller,WR,WR,21.199999999999999,41.899999999999999,1.7562500000000001,28.100000000000001,9,-10.7541666667,-7.1104166666699999
Devin Street,WR,WR,23.600000000000001,21.399999999999999,1.42916666667,22.866666666699999,6,-11.08125000003,-7.4375
Stefon Diggs,WR,WR,25.699999999999999,14.1,1.3645833333299999,21.833333333300001,5,-11.14583333337,-7.5020833333399999
Ricardo Lockette,WR,WR,27.5,9.5999999999999996,1.3458333333300001,21.5333333333,9,-11.164583333369999,-7.5208333333399997
Corey Washington,WR,WR,27.100000000000001,9.9000000000000004,1.33541666667,21.366666666699999,11,-11.17500000003,-7.53125
Jeremy Ross,WR,WR,27.100000000000001,9.1999999999999993,1.32083333333,21.133333333300001,9,-11.189583333369999,-7.5458333333399992
Chris Givens,WR,WR,28.300000000000001,6.7999999999999998,1.32083333333,21.133333333300001,6,-11.189583333369999,-7.5458333333399992
Darrius Heyward Bey,WR,WR,24.699999999999999,8.8000000000000007,1.2124999999999999,19.399999999999999,11,-11.297916666699999,-7.6541666666699992
Brandon Tate,WR,WR,26.199999999999999,4.5999999999999996,1.1875,19.0,7,-11.322916666699999,-7.6791666666699996
Eric Weems,WR,WR,23.100000000000001,4.5,1.0562499999999999,16.899999999999999,10,-11.454166666699999,-7.8104166666699992
Ryan Grant,WR,WR,20.600000000000001,7.2999999999999998,1.0104166666700001,16.166666666699999,8,-11.500000000029999,-7.8562499999999993
Chris Hogan,WR,WR,7.7999999999999998,14.199999999999999,0.62083333333299995,9.9333333333299993,8,-11.889583333367,-8.245833333337
Darren Waller,WR,WR,9.5,4.9000000000000004,0.49791666666700002,7.9666666666700001,9,-12.012500000032999,-8.3687500000029988
Marc Mariani,WR,WR,0.59999999999999998,3.8999999999999999,0.10625,1.7,7,-12.4041666667,-8.7604166666700003
Geno Smith ,QB,QB,126.40000000000001,105.8,7.4708333333299999,119.533333333,5,-12.41666666667,-9.0583333333700011
Ryan Mallett,QB,QB,64.799999999999997,90.400000000000006,4.5833333333299997,73.333333333300004,9,-15.30416666667,-11.94583333337
EJ Manuel,QB,QB,83.5,25.699999999999999,4.0145833333300001,64.233333333299996,8,-15.872916666669999,-12.51458333337
Robert Griffin,QB,QB,41.299999999999997,100.3,3.8104166666700001,60.9666666667,8,-16.077083333329998,-12.718750000029999
Johnny Manziel,QB,QB,81.900000000000006,13.5,3.6937500000000001,59.100000000000001,11,-16.193749999999998,-12.8354166667
Jimmy Clausen,QB,QB,20.699999999999999,13.699999999999999,1.14791666667,18.366666666699999,7,-18.73958333333,-15.381250000030001
Brandon Weeden,QB,QB,18.0,10.6,0.97083333333300004,15.5333333333,6,-18.916666666666998,-15.558333333367001
Mark Sanchez,QB,QB,18.5,9.4000000000000004,0.96666666666699996,15.4666666667,8,-18.920833333333,-15.562500000032999
Zach Mettenberger,QB,QB,20.800000000000001,0.80000000000000004,0.88333333333300001,14.1333333333,4,-19.004166666667,-15.645833333366999
Michael Vick,QB,QB,14.6,11.699999999999999,0.85208333333300001,13.6333333333,11,-19.035416666667,-15.677083333366999
Jimmy Garoppolo,QB,QB,18.899999999999999,0.80000000000000004,0.80416666666699999,12.8666666667,4,-19.083333333332998,-15.725000000033001
Chase Daniel,QB,QB,11.0,10.5,0.67708333333299997,10.833333333300001,9,-19.210416666667001,-15.852083333367
EJ Manuel,QB,QB,0.0,25.699999999999999,0.53541666666700005,8.5666666666700007,8,-19.352083333332999,-15.993750000033
Shaun Hill,QB,QB,12.0,0.80000000000000004,0.51666666666700001,8.2666666666699999,5,-19.370833333333,-16.012500000033
Chad Henne,QB,QB,12.0,0.80000000000000004,0.51666666666700001,8.2666666666699999,8,-19.370833333333,-16.012500000033
Mike Glennon,QB,QB,11.300000000000001,0.90000000000000002,0.48958333333300003,7.8333333333299997,6,-19.397916666666998,-16.039583333366998
Luke McCown,QB,QB,9.9000000000000004,1.0,0.433333333333,6.9333333333300002,11,-19.454166666667,-16.095833333367001
Drew Stanton,QB,QB,3.2000000000000002,13.6,0.41666666666699997,6.6666666666700003,9,-19.470833333333001,-16.112500000033002
Matt Moore,QB,QB,9.5,0.80000000000000004,0.41249999999999998,6.5999999999999996,5,-19.474999999999998,-16.116666666699999
T J Yates,QB,QB,9.4000000000000004,0.80000000000000004,0.40833333333299998,6.5333333333299999,10,-19.479166666666998,-16.120833333366999
Brock Osweiler,QB,QB,9.0,1.5,0.40625,6.5,7,-19.481249999999999,-16.1229166667
Scott Tolzien,QB,QB,9.3000000000000007,0.80000000000000004,0.40416666666700002,6.4666666666700001,7,-19.483333333333,-16.125000000033001
Matt Hasselbeck,QB,QB,9.0,0.90000000000000002,0.39374999999999999,6.2999999999999998,10,-19.493749999999999,-16.135416666699999
Kellen Clemens,QB,QB,9.0,0.80000000000000004,0.39166666666700001,6.2666666666699999,10,-19.495833333333,-16.137500000033
Ryan Nassib,QB,QB,8.9000000000000004,0.80000000000000004,0.38750000000000001,6.2000000000000002,11,-19.5,-16.141666666700001
AJ McCarron,QB,QB,8.6999999999999993,0.59999999999999998,0.375,6.0,7,-19.512499999999999,-16.1541666667
Tarvaris Jackson,QB,QB,8.5,0.69999999999999996,0.36875000000000002,5.9000000000000004,9,-19.518750000000001,-16.160416666700002
Derek Anderson,QB,QB,2.8999999999999999,10.800000000000001,0.34583333333299998,5.5333333333299999,5,-19.541666666666998,-16.183333333366999
Blaine Gabbert,QB,QB,2.7999999999999998,5.2999999999999998,0.22708333333299999,3.63333333333,10,-19.660416666667,-16.302083333367001
Matt Schaub,QB,QB,3.2999999999999998,0.80000000000000004,0.15416666666699999,2.4666666666700001,9,-19.733333333333,-16.375000000033001
Christian Ponder,QB,QB,3.1000000000000001,0.90000000000000002,0.14791666666700001,2.36666666667,6,-19.739583333332998,-16.381250000032999
Dan Orlovsky,QB,QB,0.0,0.90000000000000002,0.018749999999999999,0.29999999999999999,9,-19.868749999999999,-16.510416666699999
B J Daniels,QB,QB,0.0,0.69999999999999996,0.014583333333300001,0.23333333333299999,9,-19.872916666666701,-16.514583333366701
